category,text_to_synthesize,evolution_depth,language,gt_audio_path
Foreign Words,"A minor ""contretemps"" threatened to ""épater"" the young designer, yet she smiled and kept the runway moving.",0,en,gt_audios/428.wav
Foreign Words,"A minor moment de flottement – peut-être, but of no consequence – threatened to déconcerter the young designer for an instant, yet she smiled and kept the runway moving.",3,en,gt_audios/431.wav
Foreign Words,"Jean’s towering ""croquembouche"" balanced precariously atop a stand he’d fashioned with late‑night ""bricolage"".",0,en,gt_audios/432.wav
Foreign Words,"Jean’s towering pièce montée, si exquise et équilibrée précairement, stood atop a stand he’d fashioned with a late-night je-ne-sais-quoi de génial.",3,en,gt_audios/435.wav
Foreign Words,"When the theater announced ""relâche"", the disappointed crowd followed the star ""chanteuse"" to a smoky cellar bar instead.",0,en,gt_audios/436.wav
Foreign Words,"When the theater announced, 'C'est fini pour ce soir,' the disappointed crowd followed l'étoile, une femme qui chante avec passion, to a smoky cellar bar instead.",3,en,gt_audios/439.wav
Foreign Words,"Inshallah, the project will carry enough ""barakah"" to outweigh any ""wasta"" whispered about in the corridors.",0,en,gt_audios/440.wav
Foreign Words,"Inshallah, the project will carry enough barakah wa nemah min Allah to outweigh ayyu wasta qabihah yuhmasu 'anha in the corridors.",3,en,gt_audios/443.wav
Foreign Words,"The evening ""majlis"" dissolved into pure ""tarab"" once the oud player began his aching improvisation.",0,en,gt_audios/444.wav
Foreign Words,"The evening majlis al-uns wa al-sahar dissolved into ḥālah naqiyyah min al-ṭarab lā tuṣaf, ḥīna the oud player began his aching improvisation.",3,en,gt_audios/447.wav
Foreign Words,"Filtered through an ornate ""mashrabiyya"", the afternoon light settled over us with a deep ""sakinah"".",0,en,gt_audios/448.wav
Foreign Words,"Filtered through an ornate mashrabiyya fanniyya bi-kull tafasiliha, the afternoon light settled over us bi-sakinah ʿamīqah wa itminan ʿamīq.",3,en,gt_audios/451.wav
Foreign Words,"During the formal ""ta'aruf"", nobody expected a single joke to spark such delightful ""fitna"" among the attendees.",0,en,gt_audios/452.wav
Foreign Words,"During al-majlis al-rasmi al-kabir li-l-ta'aruf, nobody expected a single joke to spark such a delightful fitna hilwa, wa bass among the attendees.",3,en,gt_audios/455.wav
Foreign Words,"After adding the final ""tashkeel"" to the manuscript, she sighed ""khalas"" and closed the inkwell.",0,en,gt_audios/456.wav
Foreign Words,"After adding at-tashkeel an-niha'i bi-kulli tafaaseelihi lil-makhtoutah, she sighed—khalas, wa akhiran—and closed the inkwell.",3,en,gt_audios/459.wav
Foreign Words,"Na zdorovye, Viktor joked, masking the ""toska"" that had followed him from the city into his ramshackle ""dacha"".",0,en,gt_audios/460.wav
Foreign Words,"Na zdorovye, Viktor joked, masking etu samuyu tosku, you know, kotoraya presledovala ego from the city into his ramshackle mesto, gde on mog otdokhnut'.",3,en,gt_audios/463.wav
Foreign Words,"The poet railed against the creeping ""poshlost"" of state slogans, circulating his latest verses through clandestine ""samizdat"".",0,en,gt_audios/464.wav
Foreign Words,"The poet railed against the creeping poshlost dushi i serdtsa of the state slogans, rasprostranyaya svoi posledniye stikhi iz ruk v ruki, kak prezhde.",3,en,gt_audios/467.wav
Foreign Words,"In the chaos of bureaucratic ""bespredel"", the cheerful ""pochemuchka"" intern kept asking why forms needed four stamps.",0,en,gt_audios/468.wav
Foreign Words,"In the chaos of bureaucratic bespredel, sovsem bez kontrolya, etot vesyolyy stazhyor, da, nastoyashchiy uzh pochemuchka, kept asking why forms needed four stamps.",3,en,gt_audios/471.wav
Foreign Words,"The golden ""khokhloma"" bowls symbolized a shared ""sobornost"" at the harvest festival.",0,en,gt_audios/472.wav
Foreign Words,"The golden bowls, sdelannye s russkoy dushoy, symbolized a shared, profound serdtse i dushu naroda at the harvest festival.",3,en,gt_audios/475.wav
Foreign Words,"The novel portrayed a rigid ""apparatchik"" who was a loyal member of the powerful ""nomenklatura"" system.",0,en,gt_audios/476.wav
Foreign Words,"The novel portrayed a nastoyashchiy chelovek sistemy, kotoryy byl zhostkim and a loyal member of the powerful vysshaya nomenklatura sovetskoy epokhi.",3,en,gt_audios/479.wav
Foreign Words,"Pois é, a madrugada brought that familiar ""saudade"" just as her mother’s gentle ""cafuné"" used to ease every worry.",0,en,gt_audios/480.wav
Foreign Words,"Pois é, a madrugada brought that familiar saudade que aperta o peito – um sentimento tão nosso – just as her mother’s gentle mimo na alma used to ease every worry.",3,en,gt_audios/483.wav
Foreign Words,"With a dose of ""desenrascanço"" and a pinch of ""jeitinho"", Rui fixed the broken surfboard before the tide rolled in.",0,en,gt_audios/484.wav
Foreign Words,"With a dose of aquela arte de se safar, a pinch of aquele famoso jeitinho brasileiro, and um toque especial, Rui fixed the broken surfboard before the tide rolled in.",3,en,gt_audios/487.wav
Foreign Words,"The beachgoers scattered when the ""malandro"" warned that an ""arrastão"" was sweeping down the promenade.",0,en,gt_audios/488.wav
Foreign Words,"The beachgoers scattered quando aquele malandro com ar sinistro avisou que um arrastão, daqueles bem violentos, was sweeping down the promenade.",3,en,gt_audios/491.wav
Foreign Words,"A circle formed for rhythmic ""capoeira"" while the elders ladled steaming ""quentão"" into tin cups.",0,en,gt_audios/492.wav
Foreign Words,"A circle formed for rhythmic capoeira Angola com muita ginga, while the elders ladled aquele famoso steaming quentão bem gostoso into tin cups.",3,en,gt_audios/495.wav
Foreign Words,"Sandra balanced sizzling ""acarajé"" trays until the first ""lambada"" drumbeat pulled her toward the dance floor.",0,en,gt_audios/496.wav
Foreign Words,Sandra balanced sizzling trays of manjar dos deuses until the primeira lambada de gafieira batida pulled her toward the dance floor.,3,en,gt_audios/499.wav
Foreign Words,"Itadakimasu echoed softly as the chef’s ""omotenashi"" revealed itself in every ""shibui"" ceramic bowl.",0,en,gt_audios/500.wav
Foreign Words,"Minna de itadakimasu echoed softly, as the chef’s kokoro kara no motenashi revealed itself in every kirei de elegant na ceramic bowl.",3,en,gt_audios/503.wav
Foreign Words,"I gathered another stack for my ""tsundoku"" habit and read beneath the dappled ""komorebi"" of the garden maples.",0,en,gt_audios/504.wav
Foreign Words,"I gathered another stack, feeding my habit of collecting mata yomazu ni tsumiageta hon, and read beneath the niwa no kaede no konoha moreru dappled hi.",3,en,gt_audios/507.wav
Foreign Words,"The midnight train hummed with the fading ""yūgen"" of ancient poetry and the rowdy laughter of a Friday ""nomikai"".",0,en,gt_audios/508.wav
Foreign Words,"The midnight train hummed with the fading yūgen of ancient poetry, evoking that particular mono no aware and the rowdy laughter of a Friday nomikai where kanpai no sakebi echoed.",3,en,gt_audios/511.wav
Foreign Words,"Our ""senpai"" warned that chasing every deadline leads straight to ""karōshi"".",0,en,gt_audios/512.wav
Foreign Words,"Watashitachi no itsumo tayori ni naru senpai ga keikoku shita no wa, chasing every deadline leads straight to shinu hodo no tsukare.",3,en,gt_audios/515.wav
Foreign Words,"The reclusive ""hikikomori"" mailed me a cup repaired with delicate ""kintsugi"", apologizing for not delivering it in person.",0,en,gt_audios/516.wav
Foreign Words,"The reclusive—ano ne, a hontou no hikikomori—mailed me a cup, hitotsu no, utsushiku kin de naoshita senzai na mono, apologizing for not delivering it in person.",3,en,gt_audios/519.wav
Foreign Words,"Ach du meine Güte, the ""Weltschmerz"" hit me just as the airport departures board stoked my ""Fernweh"" again.",0,en,gt_audios/520.wav
Foreign Words,"Ach du meine Güte, ein unbeschreibliches Gefühl von deep Weltschmerz hit me just as the airport departures board stoked mein altes, nagendes Fernweh again.",3,en,gt_audios/523.wav
Foreign Words,"Months of ""Kummerspeck"" couldn’t soften the manager’s notorious ""Backpfeifengesicht"".",0,en,gt_audios/524.wav
Foreign Words,"Months of all that Kummerspeck, mein Gott, konnte the manager’s notorious Gesicht nicht mildern – so richtig zum Reinschlagen.",3,en,gt_audios/527.wav
Foreign Words,"Gripped by ""Torschlusspanik"", she still negotiated the merger with impeccable ""Fingerspitzengefühl"".",0,en,gt_audios/528.wav
Foreign Words,"Gripped by this typical German Gefühl der Deadline-Angst, she still negotiated the merger with impeccable Geschick und dem nötigen Feingefühl.",3,en,gt_audios/531.wav
Foreign Words,"The roommates were away giving me ""Sturmfrei"", yet my best joke became a classic ""Treppenwitz"" only after they returned.",0,en,gt_audios/532.wav
Foreign Words,"The roommates were away, giving me die absolute Ruhe und die ungestörte Freiheit, yet my best joke became a classic—eine Pointe mit zu viel Verspätung—only after they returned; a real Fall von Pech, if you ask me.",3,en,gt_audios/535.wav
Foreign Words,"Only a ""Lebensmüde"" cyclist would speed through the narrow ""Fachwerk"" alleys at dusk.",0,en,gt_audios/536.wav
Foreign Words,"Only a cyclist — jemand, der des Lebens müde ist — would speed through die engen, aus echtem Fachwerk gebauten Gassen at dusk.",3,en,gt_audios/539.wav
Foreign Words,"Terima kasih, Pak, your tireless ""gotong‑royong"" kept our ""semangat"" alive during the cleanup.",0,en,gt_audios/540.wav
Foreign Words,"Terima kasih, Pak, kerja bakti Anda, yang tak kenal lelah dan bahu-membahu, kept our semangat gotong royong alive during the cleanup.",3,en,gt_audios/543.wav
Foreign Words,"Since choosing to ""merantau"", Siti has lived in a tiny ""kosan"" above the tofu shop.",0,en,gt_audios/544.wav
Foreign Words,"Since her merantau jauh dari kampung halaman, Siti has lived in sebuah kamar kos kecil yang apa adanya above the tofu shop.",3,en,gt_audios/547.wav
Foreign Words,"The overcrowded ""angkot"" became her only hope of making the annual ""mudik"" before sunset.",0,en,gt_audios/548.wav
Foreign Words,"Angkutan kota yang penuh sesak itu menjadi her only hope of making her annual trip, perjalanan pulang kampung yang dinanti, before sunset.",3,en,gt_audios/551.wav
Foreign Words,"Feeling ""pusing"" from spreadsheets, I suggested we ""ngopi"" at the corner stall.",0,en,gt_audios/552.wav
Foreign Words,"Feeling pusing tujuh keliling from spreadsheets, I suggested we santai sambil minum kopi di warung pojok.",3,en,gt_audios/555.wav
Foreign Words,"We decided to ""jajan"" on spicy kerupuk and watch the waves in total ""santai"".",0,en,gt_audios/556.wav
Foreign Words,"We decided untuk jajan kerupuk udang yang pedas dan renyah and watch the waves, feeling totally santai seperti di pantai.",3,en,gt_audios/559.wav
Paralinguistics,"Principal Dickson began, addressing the Parkside assembly: ""Ahem, I'd like to talk to you about something real serious.""",0,en,gt_audios/560.wav
Paralinguistics,"Principal Dickson began, addressing the Parkside assembly: ""Ahem, well... I'd like to talk to you about, uhm, s-s-something re-al-ly... I mean REALLY... verrrry serious.""",3,en,gt_audios/563.wav
Paralinguistics,"""Aha! Now I understand,"" said Staff Sgt. Miller, piecing together the evidence. ""The culprit left this behind. Phew.""",0,en,gt_audios/564.wav
Paralinguistics,"Aha! Gosh! Now I understand,"" said Staff Sgt. Miller, mmm, p-p-piecing together the evidence. ""The culprit left this behind... this one. little. thing... YES! THIS! Pheeewwww.",3,en,gt_audios/567.wav
Paralinguistics,"""Ouch! That stings,"" Lilly cried, as her mother carefully applied the antiseptic. ""Not beyond salvation, eh?"" She dryly asked.",0,en,gt_audios/568.wav
Paralinguistics,"""Ouch! Mmmmmm, uh, that REALLY stings,"" Lilly cried, as her mother carefully applied the antiseptic. ""N-not beyond sal-va-tion, eh?"" She dryly asked.",3,en,gt_audios/571.wav
Paralinguistics,"""Shh, Lucy, sshhh, we mustn't wake your baby brother,"" Tom whispered, as they tiptoed past the nursery.",0,en,gt_audios/572.wav
Paralinguistics,"""Shh, Lucy, sshhh, w-w-we, uhm . . . we REEEAAALLLLYYY mustn't wake . . . your baby brother,"" Tom whispered, as they tiptoed past the nursery.",3,en,gt_audios/575.wav
Paralinguistics,"""Hmm, what do you think, is it too high or too low, um... Dr. Carter?"" Haim asked, handing over the instrument.",0,en,gt_audios/576.wav
Paralinguistics,"Erm, Hmmmmm, what do you think, is it t-too HIIIIGH or, uh, per-haps too low, um... Dr. Carter?"" Haim asked, handing over the instrument.",3,en,gt_audios/579.wav
Paralinguistics,"""Uh, well, Lisa,"" Tarek stuttered, nervously extending the ring he bought for god-knows how much, ""mmm..will you marry me?""",0,en,gt_audios/580.wav
Paralinguistics,"""Uh, w-well, Lisa,"" Tarek stuttered, nervously extending the ring he bought for god-knows how much, ""Oh, wow... mmm.. w-will you... oh, PLEASE... REA-A-ALLY MAR-RY me?!""",3,en,gt_audios/583.wav
Paralinguistics,"""Yawn,"" Robert said, stretching out on the park bench, ""this sunshine makes me sleepy.""",0,en,gt_audios/584.wav
Paralinguistics,"""Yawn... mmm,"" Robert said, stretching out on the park bench, ""this s-sunshine, uh, gosh... it makes me sooooo sleepy... mmm-hmmm.""",3,en,gt_audios/587.wav
Paralinguistics,"""Oops! I did it again!"" little Katie exclaimed, spilling her milk.",0,en,gt_audios/588.wav
Paralinguistics,"""Gosh... Ugh... Oh, noooooooo... Oops! I d-did it a-GAIN!"" little Katie exclaimed, spilling her milk.",3,en,gt_audios/591.wav
Paralinguistics,"""Whoa, can you believe this, Mike?"" Susan said, staring at the intruder. ""Wow, you're right. These men ain't meanin' well.""",0,en,gt_audios/592.wav
Paralinguistics,"""Hooo... Whoa, uhm, can you believe this, Mike?"" Susan said, staring at the intruder. ""W-wow, you're right. These men... these men ain't meanin' well, not... not ONE... BIT. NO sir-EEEEEE.""",3,en,gt_audios/595.wav
Paralinguistics,"James leaned back in his chair, wiped his forehead, and sighed, ""Phew, haha, that was a tough meeting. Thanks for being there, Karen.""",0,en,gt_audios/596.wav
Paralinguistics,"James leaned back in his chair, wiped his forehead, and sighed, ""Phew, haha, Ummm, gosh, that was a re-al-ly... I mean, a re-al-ly TOUGH m-m-meeting. Wow. Thanks for being there, Karen.""",3,en,gt_audios/599.wav
Paralinguistics,psst. psst. look right here.,0,en,gt_audios/600.wav
Paralinguistics,Uhhh... psst. psst. Quick! l-look... right... ri-ight heeeeeeere!,3,en,gt_audios/603.wav
Paralinguistics,"""Aha! I've found it, Professor Green,"" exclaimed Muzi Han, holding up the rare manuscript. ""This could change our entire understanding of history.""",0,en,gt_audios/604.wav
Paralinguistics,"Aha! I've found it, Professor Green,"" exclaimed Muzi Han, holding up the rare manuscript. ""Oh... m-my... goodness... Heavens! W-well... this could change... well, EVERYTHING... our EN-TIRE understanding of his-to-ry.""",3,en,gt_audios/607.wav
Paralinguistics,"""Ouch, be careful, Henry!"" warned his sister, as he climbed the rickety ladder.",0,en,gt_audios/608.wav
Paralinguistics,"""Ouch, Gosh! Ummm, be VE-RY c-c-careful, H-Henry!"" warned his sister, as he climbed that RICK-ET-Y ladder.",3,en,gt_audios/611.wav
Paralinguistics,"David whispered to Emily as the lights dimmed in the theater, ""Shh, it's starting.""",0,en,gt_audios/612.wav
Paralinguistics,"David whispered to Emily as the lights dimmed in the theater, ""Psst! Umm... Shhhhhhhh, i-it's... it's STARTING.""",3,en,gt_audios/615.wav
Paralinguistics,"""Hmm, I don't know about this, Jim,"" Mary said, looking at the folded paper. ""It doesn't seem right.""",0,en,gt_audios/616.wav
Paralinguistics,"""Mmm, well... Uhhh, I d-d-don't know about this, Jim,"" Mary said, looking at the folded paper. ""It DOESN'T seem riiiight... not... not at ALL.""",3,en,gt_audios/619.wav
Paralinguistics,"""Uh, are you sure about this?"" Tim asked nervously, looking at the steep slope before them. ""Whoa, it's higher than I thought,"" he continued, his voice filled with trepidation. ""Aha, but look at the view,"" Emily responded with excitement, ""it's worth the climb!""",0,en,gt_audios/620.wav
Paralinguistics,"""Uh, are y-y-you sure about this?"" Tim asked nervously, looking at the steep slope before them. ""Whoa, groan... gulp, it's higher than I thought,"" he continued, his voice filled with trepidation. ""Aha, but wow, look at the view,"" Emily responded with excitement, ""it's worth the climb! It's truuuuly MAG-NI-FI-CENT!!!!""",3,en,gt_audios/623.wav
Paralinguistics,Ta-da! well? What do you think? This is the best right?,0,en,gt_audios/624.wav
Paralinguistics,"Ta-da! Gosh! Ummm... Er... well? What do you think? Th-this is ab-so-LUTE-ly the beeeest, right???",3,en,gt_audios/627.wav
Paralinguistics,"""Oops, sorry, Dad!"" Jack apologized. ""Ugh! you again"". Dad was impatient.",0,en,gt_audios/628.wav
Paralinguistics,"Oops, er, so-o-o-orry, Dad!"" Jack apologized. ""Tsk! Ugh! YOU... a-GAI-AINN?!"". Dad was impatient.",3,en,gt_audios/631.wav
Paralinguistics,"""Whoa, what a game, Alex!"" Chris exclaimed. ""I've never seen anything like that final play.""",0,en,gt_audios/632.wav
Paralinguistics,"""Whoaaaa, what a game, Alex!"" Chris exclaimed. ""I've never seen anything like that final play. Gosh, reeeeally... just UT-TER-LY IN-CRED-I-BLE!!!""",3,en,gt_audios/635.wav
Paralinguistics,"""Phew, we made it, Martha,"" Tom said, collapsing into the seat after the completion of the Manhattan Project.",0,en,gt_audios/636.wav
Paralinguistics,"""Oh, man... Phew-ew-ew... Hooo... we... we REALLY ma-ade it, Martha,"" Tom said, collapsing into the seat after the completion of the Manhattan Project.",3,en,gt_audios/639.wav
Paralinguistics,"""Eww, what IS that smell?"" Jamal grimaced, pinching his nose as they entered the abandoned warehouse.",0,en,gt_audios/640.wav
Paralinguistics,"""Mmmph... Eww, Gosh, what IS that t-t-truly, TRU-ly ter-RI-ble smeeeellll?!"" Jamal grimaced, pinching his nose as they entered the abandoned warehouse.",3,en,gt_audios/643.wav
Paralinguistics,"""Gasp! You can't be serious!"" exclaimed Professor Davies, dropping his chalk. ""That discovery changes EVERYTHING!""",0,en,gt_audios/644.wav
Paralinguistics,"""Gasp! Y-you can't be serious?!"" exclaimed Professor Davies, dropping his chalk. ""Oh, my... Mmm... That... that very discovery... well, it changes ab-so-lute-ly EVERYTHIIIIING!""",3,en,gt_audios/647.wav
Paralinguistics,"""Achoo! Sniff. Excuse me,"" Dr. Martinez apologized during the conference call. ""This spring pollen is terrible.""",0,en,gt_audios/648.wav
Paralinguistics,"""Achoo! Sniff. Cough-cough. E-excuse me,"" Dr. Martinez apologized during the conference call. ""Ugh... Mmm, this spring pollen is TER-RI-BLE.""",3,en,gt_audios/651.wav
Paralinguistics,"""Grr... I've told you a thousand times,"" Rachel growled through clenched teeth. ""Stop taking my things without asking.""",0,en,gt_audios/652.wav
Paralinguistics,"""Ughhh... Grr... I-I've told you a thousand times,"" Rachel growled through clenched teeth. ""S-s-stop... NOW! Taking. MYYYY. Things. Without. Asking. PE-RI-ODDDD!!""",3,en,gt_audios/655.wav
Paralinguistics,"""Brrrr! It's freezing out here,"" Samantha complained, rubbing her arms vigorously. ""Let's go somewhere warm, huh?""",0,en,gt_audios/656.wav
Paralinguistics,"""B-b-brrrr! Gosh, it's, uhm, SO FREEZING out here,"" Samantha complained, rubbing her arms vigorously. ""Let's go somewhere warm, huh? Pleeeeease... pretty pleeeeease?""",3,en,gt_audios/659.wav
Paralinguistics,"""Mmm-mmm! This soup is absolutely divine,"" Grandma Jenkins hummed appreciatively, savoring another spoonful.",0,en,gt_audios/660.wav
Paralinguistics,"""Oh my, Mmm-mmm! Mmm! Well, this soup is... it's AB-SO-LUTE-LY di-viiiiiine,"" Grandma Jenkins hummed appreciatively, savoring another spoonful.",3,en,gt_audios/663.wav
Paralinguistics,"""Hic! Oh dear, hic! I can't seem to stop these hiccups,"" Professor Wilson apologized to his amused students.",0,en,gt_audios/664.wav
Paralinguistics,"""Hic! Oh dear, hic! Uhm... I c-can't seem to stop these... Ughh... Hic-ERGH!... these CON-STANT... just absolutely con-stant hiccups,"" Professor Wilson apologized to his amused students.",3,en,gt_audios/667.wav
Paralinguistics,"""Aaargh! My toe!"" Marcus howled, hopping on one foot after stubbing it against the coffee table.",0,en,gt_audios/668.wav
Paralinguistics,"Sssst... Hah! Aaaaaaargh! Oh, oh, oh... M-m-my... my GOSH-DARN TOOOOE!"" Marcus howled, hopping on one foot after stubbing it against the coffee table.",3,en,gt_audios/671.wav
Paralinguistics,"""Hmph! I don't believe a word you're saying,"" Mrs. Rodriguez scoffed, turning away with her arms crossed.",0,en,gt_audios/672.wav
Paralinguistics,"""Hmphhhhh! Well, I... I dooooon't believe a s-s-sin-gle WORD you're saying,"" Mrs. Rodriguez scoffed, turning away with her arms crossed.",3,en,gt_audios/675.wav
Paralinguistics,"""Tsk, tsk. That's not how we behave in this household, young lady,"" Grandmother Chen admonished gently.",0,en,gt_audios/676.wav
Paralinguistics,"Tsk, tsk. Mmm, gosh, now... that's, that's ab-so-lute-ly NOT how we behave in this house-hold, young la-dy,",3,en,gt_audios/679.wav
Paralinguistics,"""Mwah! You look absolutely fabulous, darling,"" gushed Fashion Designer Pierre, air-kissing his client on both cheeks.",0,en,gt_audios/680.wav
Paralinguistics,"""Mwah! Oh, mmm, Wellll... you look ab-so-lute-ly FAAAABULOUS, darling,"" gushed Fashion Designer Pierre, air-kissing his client on both cheeks.",3,en,gt_audios/683.wav
Paralinguistics,"""Gulp! Did you just say we have to present this to the entire board tomorrow?"" Kevin asked, his face paling.",0,en,gt_audios/684.wav
Paralinguistics,"""Oh, m-m-my... Gulp! Uhhhh... D-did you just say we have to present this to the EN-TI-RE board... t-t-tomorrow... oh no...?"" Kevin asked, his face paling.",3,en,gt_audios/687.wav
Paralinguistics,"""Crikey! Would you look at the size of that croc!"" exclaimed Wildlife Expert Johnson, keeping a safe distance from the riverbank.",0,en,gt_audios/688.wav
Paralinguistics,"""Criiiiikey! Whoa! Uh... W-would you look at the AB-SO-LUTE SIZE of that croc!"" exclaimed Wildlife Expert Johnson, keeping a safe distance from the riverbank.",3,en,gt_audios/691.wav
Paralinguistics,"""Tick-tock, tick-tock. We're running out of time, people!"" warned Director Simmons, tapping her watch impatiently.",0,en,gt_audios/692.wav
Paralinguistics,"Tick-tock, tick-tock. Uuuuugh... w-we're... oh gosh... w-we're RE-AL-LY running out of tiiiiiime, people!"" warned Director Simmons, tapping her watch impatiently.",3,en,gt_audios/695.wav
Paralinguistics,"""Cough, cough! Excuse me, could someone open a window?"" requested Grandmother Wallace.",0,en,gt_audios/696.wav
Paralinguistics,"""Cough, cough! Wheeze... Oh dear... uhm... excuse me, co-could someone pleeeease open a win-dow?"" requested Grandmother Wallace.",3,en,gt_audios/699.wav
Paralinguistics,"""Ugh, blech! This medicine tastes HORRIBLE!"" complained Toby, making a disgusted face.",0,en,gt_audios/700.wav
Paralinguistics,Ugh... ptooey! Blech! This... this m-m-medicine tastes SOOOO HORRIBLE... just... AWFUL!,3,en,gt_audios/703.wav
Paralinguistics,"""Pitter-patter, pitter-patter,"" whispered Mrs. Lee, mimicking the sound of raindrops for her kindergarteners.",0,en,gt_audios/704.wav
Paralinguistics,"Pitter-patter, pitter-patter, and, um, ah, Mmm... it's, i-it's sooooo gentle,",3,en,gt_audios/707.wav
Paralinguistics,"""Oof! That hurt!"" winced Coach Davidson as the baseball struck his shin during batting practice.",0,en,gt_audios/708.wav
Paralinguistics,"""Oooooof! Hhh... Th-that reeeeally HUUUURT......"" winced Coach Davidson as the baseball struck his shin during batting practice.",3,en,gt_audios/711.wav
Paralinguistics,"""Pfft! That's the most ridiculous thing I've ever heard,"" Professor Wilson scoffed, dismissing the student's theory.",0,en,gt_audios/712.wav
Paralinguistics,"""Hmph, Pfft! Ugh... Honestly! That's the most ri-DIC-u-lous, the moooost pre-POS-ter-ous thing I've ever heard,"" Professor Wilson scoffed, dismissing the student's theory.",3,en,gt_audios/715.wav
Paralinguistics,"""Mmhmm. Go on,"" Dr. Patterson nodded, jotting notes as her patient described their dream.",0,en,gt_audios/716.wav
Paralinguistics,"""Mmhmm. Hmm... Uhm, Riiiight... Go on, please... go o-o-onnnn,"" Dr. Patterson nodded, jotting notes as her patient described their dream.",3,en,gt_audios/719.wav
Paralinguistics,"""Uh-uh, nope, wasn't me!"" insisted the child, hiding the empty cookie jar behind their back.",0,en,gt_audios/720.wav
Paralinguistics,"""Gosh! Uh-uh, NOOOOPE, it... it ab-so-LUTE-ly w-wasn't me... not at ALLLL!"" insisted the child, hiding the empty cookie jar behind their back.",3,en,gt_audios/723.wav
Paralinguistics,"""Pleeeease, can we stay just five more minutes?"" begged Susie, giving her mom the widest puppy-dog eyes.",0,en,gt_audios/724.wav
Paralinguistics,"Aww, ummm, Pleeee-eease, can we stay JUST fi-ive more minutes . . . ?"" begged Susie, giving her mom the widest puppy-dog eyes.",3,en,gt_audios/727.wav
Paralinguistics,"""Look how hiiiiiigh the kite is flying!"" shouted Maya, pointing excitedly towards the sky.",0,en,gt_audios/728.wav
Paralinguistics,"""Wow! Uh... Hah! Look how hiiiiiigh the kite is... f-flying, REALLY. . . REALLY flying!"" shouted Maya, pointing excitedly towards the sky.",3,en,gt_audios/731.wav
Paralinguistics,"""Noooooo! Don't eat the last cookie, I wanted that!"" cried Tom, seeing his brother reach for the plate.",0,en,gt_audios/732.wav
Paralinguistics,"""Ugh, Aww man, Noooooo! Hey! Don't eat the last cookie, I... I... I r-r-really wanted that!"" cried Tom, seeing his brother reach for the plate.",3,en,gt_audios/735.wav
Paralinguistics,"""I am abso-LUTELY certain,"" Diane emphasized, leaning forward across the table. ""There is NO way I'm wrong about this.""",0,en,gt_audios/736.wav
Paralinguistics,"""Hmph. Mmm, well, I am abso-LUTELY certain,"" Diane emphasized, leaning forward across the table. ""There is NOOOO way... ab-ab-absolutely NO way I'm wrong about this.""",3,en,gt_audios/739.wav
Paralinguistics,"""Helloooooo? Is anybody home?"" Carlos called out, his voice echoing through the seemingly empty house.",0,en,gt_audios/740.wav
Paralinguistics,"""Mmmm... Helloooooo? Uhm... Ahem... I-is an-y-bo-dy home...?"" Carlos called out, his voice echoing through the seemingly empty house.",3,en,gt_audios/743.wav
Paralinguistics,"""That was the WORST movie I have EVER seen,"" complained Jessica. ""Two hours of my life I'll neeeever get back.""",0,en,gt_audios/744.wav
Paralinguistics,"""Ugh! Mmm, that was the ab-so-LUTE-ly WORST movie I have EVER seen,"" complained Jessica. ""Two hours... I mean, t-t-two WHOLE hours of my life I'll neeeever get back. Ugh... just... GONE.""",3,en,gt_audios/747.wav
Paralinguistics,"""Oh. My. GOD!"" Melissa screamed, jumping up and down. ""You did NOT just get us front-row tickets!""",0,en,gt_audios/748.wav
Paralinguistics,"""Eeeek! Squeee! Oh. My. GOD! Woooow!"" Melissa screamed, jumping up and down. ""You d-d-did N-O-T just get us froooont-row tickets!""",3,en,gt_audios/751.wav
Paralinguistics,"""Are. You. KIDDING. Me?"" Daniel enunciated each word slowly, his frustration mounting with every syllable.",0,en,gt_audios/752.wav
Paralinguistics,"""Ugh... Oh, for crying out loud... Mmmph... Are. You. S-S-SE-RI-OUS-LY. KIDDDDDING. Me?!"" Daniel enunciated each word slowly, his frustration mounting with every syllable.",3,en,gt_audios/755.wav
Paralinguistics,"""I told him to STOP. RIGHT. THERE."" Officer Chen recounted, emphasizing each word. ""But he just kept on walking.""",0,en,gt_audios/756.wav
Paralinguistics,"Argh! Ugh, I t-t-told him to STOOOOP. R-RIGHT. THERE... Hmph. But he just kept on WALLLLKING. Officer Chen recounted, emphasizing each word.",3,en,gt_audios/759.wav
Paralinguistics,"""It was sooooo beautiful,"" sighed Aunt Martha, describing the wedding. ""When they said their vows, I just couldn't stop crying.""",0,en,gt_audios/760.wav
Paralinguistics,"""Mmm, oh, it was sooooo BEAU-TI-FUL,"" sighed Aunt Martha, describing the wedding. ""When they said their vows, sniffle, I... I... I just... well... I just couldn't stop crying, noooooo.""",3,en,gt_audios/763.wav
Paralinguistics,"""We are NEVER, ever, EVER getting back together,"" Samantha declared, slamming her hand on the table for emphasis.",0,en,gt_audios/764.wav
Paralinguistics,"""Ugh, Hmph! W-we are NEVER... ever... EEEEEVER getting back to-GE-ther,"" Samantha declared, slamming her hand on the table for emphasis.",3,en,gt_audios/767.wav
Paralinguistics,"""Wait-wait-wait,"" interrupted Professor García. ""Let me make sure I under-STAND what you're proposing here.""",0,en,gt_audios/768.wav
